date,mo,yr,dow,pm1,temp,stagno,admyng,gasyng
11793,4,92,4,8.80205516559472,57,7.7,2,2
11794,4,92,5,4.30697054142008,56,1.3,9,2
11795,4,92,6,3.75891900596245,53,1.3,3,2
11796,4,92,7,6.94826982873458,53,2.7,6,0
11797,4,92,1,10.5364669007085,53,5.7,7,0
11798,4,92,2,4.42661102864341,53,3.3,4,2
11799,4,92,3,5.27311397591874,49,3.7,5,0
11800,4,92,4,3.5995884985292,49,0.7,3,0
11801,4,92,5,6.89741399632196,49,2.3,2,1
11802,4,92,6,5.52980158406955,65,3,6,3
11803,4,92,7,8.09207473239264,64,5.3,4,0
11804,4,92,1,5.59740243157985,62,3.7,4,4
11805,4,92,2,4.97375459698028,62,2.3,8,2
11806,4,92,3,8.81381722060852,58,10.7,2,0
11807,4,92,4,4.86639198558118,58,0.3,3,0
11808,4,92,5,3.56563601963087,52,1.7,3,1
11809,5,92,6,5.71638172037644,53,5.7,9,1
11810,5,92,7,7.38854565372758,57,6,4,0
11811,5,92,1,10.0363449326229,62,5.7,3,0
11812,5,92,2,11.9809791885003,68,7.3,3,0
11813,5,92,3,9.3296976135086,68,5.3,4,1
11814,5,92,4,9.08967508898874,65,5.7,6,0
11815,5,92,5,10.0480932836318,61,4,5,0
11816,5,92,6,8.46325106741341,52,3.3,5,1
11817,5,92,7,3.68283523008725,49,0.3,3,3
11818,5,92,1,3.24337604216533,53,2,3,0
11819,5,92,2,4.99554559927634,50,2.3,5,0
11820,5,92,3,6.20942571325226,51,3.7,6,1
11821,5,92,4,7.03569694911854,62,4.7,5,2
11822,5,92,5,7.94547492117796,61,7.3,8,0
11823,5,92,6,7.74952712795684,57,2.3,5,1
11824,5,92,7,9.52726717681822,63,8.3,4,0
11825,5,92,1,10.1999334854201,67,5.3,6,2
11826,5,92,2,9.44723986960954,62,1,8,0
11827,5,92,3,7.4191118445158,58,2,5,0
11828,5,92,4,5.90930948159439,55,1,5,0
11829,5,92,5,6.70529448352306,54,4.3,2,0
11830,5,92,6,10.1280162742816,59,4.7,7,1
11831,5,92,7,9.9925073033812,64,6.7,3,1
11832,5,92,1,12.7030754518584,71,7.7,7,1
11833,5,92,2,8.36359601628907,66,3.7,5,1
11834,5,92,3,5.01893400792947,60,3.3,4,2
11835,5,92,4,7.28704502675312,59,3.3,4,1
11836,5,92,5,9.6722293089070,60,5,7,0
11837,5,92,6,5.73957000918391,63,4.7,8,0
11838,5,92,7,7.71475260672068,64,5,4,1
11839,5,92,1,5.7018710533381,68,6.7,3,0
11840,6,92,2,4.95305127906698,65,2.3,0,2
11841,6,92,3,4.39577418938891,61,2,8,2
11842,6,92,4,4.62639069480680,64,4.4,7,1
11843,6,92,5,4.78485159071718,61,2.7,5,2
11844,6,92,6,8.27500542784564,63,3.3,6,0
11845,6,92,7,8.902254059525,63,5,2,1
11846,6,92,1,5.9572374161433,62,2.7,2,1
11847,6,92,2,5.45862545914514,62,3.7,4,1
11848,6,92,3,3.11037557561487,63,0,3,1
11849,6,92,4,3.85094789567214,61,7.7,4,0
11850,6,92,5,4.66986498205576,63,3.7,6,1
11851,6,92,6,5.12324591583349,57,1.3,2,0
11852,6,92,7,3.83538978037005,55,2.7,2,1
11853,6,92,1,3.90463513034049,60,5.3,6,2
11854,6,92,2,5.17718671341759,63,7,5,0
11855,6,92,3,7.34152388056076,62,3.7,4,1
11856,6,92,4,7.25705616928614,62,4,6,0
11857,6,92,5,5.86798158250752,67,7,4,1
11858,6,92,6,5.77149742729562,66,5,1,3
11859,6,92,7,2.94400800755353,70,4,6,1
11860,6,92,1,3.40013500447146,75,5,8,2
11861,6,92,2,5.39082917527946,79,5.3,3,1
11862,6,92,3,5.87886116609133,77,5.7,2,2
11863,6,92,4,6.56072542098387,76,5,5,0
11864,6,92,5,8.44915743158888,72,1.7,4,1
11865,6,92,6,6.2962539180567,66,2.7,4,1
11866,6,92,7,6.26100723350834,69,4,6,0
11867,6,92,1,6.25028072348045,66,0.7,4,1
11868,6,92,2,3.83880813676130,61,3,5,1
11869,6,92,3,4.9439091990233,64,5,7,0
11870,7,92,4,5.60292272882026,68,3,0,1
11871,7,92,5,7.36278599169853,68,5.7,3,1
11872,7,92,6,5.27294788811776,68,5,4,0
11873,7,92,7,7.76898487427252,59,3,4,0
11874,7,92,1,3.78479850124851,62,3,4,0
11875,7,92,2,4.6793566558915,63,5.3,4,0
11876,7,92,3,6.11847652286056,62,7,5,1
11877,7,92,4,7.58273685331775,65,8.7,4,0
11878,7,92,5,7.96310619148687,65,7.7,3,1
11879,7,92,6,12.4591717581130,61,8.3,4,0
11880,7,92,7,9.40818006489396,65,9,3,0
11881,7,92,1,10.2053046172561,67,4.7,5,0
11882,7,92,2,2.78329800848014,65,3.3,1,0
11883,7,92,3,4.10416517749862,64,3,1,1
11884,7,92,4,7.07375426827845,66,3.3,5,0
11885,7,92,5,8.55107470149259,74,7,1,0
11886,7,92,6,7.28542933646961,75,6,4,1
11887,7,92,7,7.24133971866022,74,6.3,5,1
11888,7,92,1,9.83624707898089,68,1.7,5,1
11889,7,92,2,7.65891802721953,65,0.7,7,0
11890,7,92,3,7.16600289841172,65,2.3,6,3
11891,7,92,4,7.51111729682271,64,11.3,4,0
11892,7,92,5,5.6375112995666,60,0.3,4,1
11893,7,92,6,8.07057296874635,64,8,2,1
11894,7,92,7,8.29258380649104,69,5.3,1,0
11895,7,92,1,5.1697778118957,67,4.3,6,1
11896,7,92,2,5.75654046352463,68,5.7,5,2
11897,7,92,3,5.80813187666034,70,4.3,4,0
11898,7,92,4,6.11960286456991,73,3.3,4,0
11899,7,92,5,9.81501259287879,76,6.3,6,1
11900,7,92,6,10.1184385696171,72,3.7,6,1
11901,8,92,7,7.1589134574968,64,1.3,2,1
11902,8,92,1,7.15920563419589,66,6,4,1
11903,8,92,2,9.74895147554685,68,5.7,3,0
11904,8,92,3,7.86840240470059,64,1.3,5,1
11905,8,92,4,9.89196715242086,67,5,2,1
11906,8,92,5,7.8729188243333,62,2,1,0
11907,8,92,6,3.40660493645287,64,2,5,1
11908,8,92,7,3.86049769912850,62,0.7,6,3
11909,8,92,1,4.60662512623404,65,6.7,4,0
11910,8,92,2,5.85330786802658,70,3.7,3,0
11911,8,92,3,8.86550595083284,76,3.3,3,2
11912,8,92,4,9.26157427033455,79,6,6,1
11913,8,92,5,11.5906991699091,78,6,4,0
11914,8,92,6,11.1210419000760,71,4,6,0
11915,8,92,7,6.39279645664418,71,6.3,5,0
11916,8,92,1,8.54027864778098,67,6.3,3,0
11917,8,92,2,10.5246109327731,73,7,5,0
11918,8,92,3,12.2511831280655,67,2.7,2,0
11919,8,92,4,9.63685689251485,66,8,2,1
11920,8,92,5,8.35652862964185,64,3,3,0
11921,8,92,6,7.57639016523327,62,1.3,2,0
11922,8,92,7,5.8569032640816,64,5,0,0
11923,8,92,1,7.81167928412722,64,2.7,1,0
11924,8,92,2,9.13492800437736,64,7.3,8,0
11925,8,92,3,8.78324251850615,67,8.5,5,2
11926,8,92,4,6.77033236966128,70,6.7,3,1
11927,8,92,5,6.24776382845166,67,4.7,2,1
11928,8,92,6,7.17795605555723,61,4.7,2,1
11929,8,92,7,8.65717488671587,64,6.3,6,2
11930,8,92,1,7.5565616887278,64,8,2,1
11931,8,92,2,10.9276682966516,67,6.3,3,0
11932,9,92,3,12.2901081521623,66,7.3,5,2
11933,9,92,4,9.61215685682047,65,4.3,7,3
11934,9,92,5,11.490239627358,61,6.8,4,1
11935,9,92,6,3.21260797276455,61,3.7,8,0
11936,9,92,7,3.94489761663839,57,2.7,5,1
11937,9,92,1,5.21962835042013,57,6,5,0
11938,9,92,2,4.23693998074206,56,1.3,9,0
11939,9,92,3,4.50585247698594,60,2.3,5,1
11940,9,92,4,6.78238709249104,62,4.7,7,0
11941,9,92,5,7.67140710496894,66,8.7,3,1
11942,9,92,6,6.44968700860754,61,4.7,6,1
11943,9,92,7,4.77403868001488,59,1,7,0
11944,9,92,1,3.47205093056480,54,2.3,8,2
11945,9,92,2,6.25464652494097,54,5.7,12,1
11946,9,92,3,9.44342164568515,56,8,14,1
11947,9,92,4,8.37049434340306,57,5.7,6,2
11948,9,92,5,7.97673971934212,59,5.3,9,2
11949,9,92,6,11.8321724609313,60,10.3,8,1
11950,9,92,7,9.84496188224268,60,8,5,0
11951,9,92,1,5.10241902319256,62,5.3,5,1
11952,9,92,2,9.89599762629074,67,6.7,12,0
11953,9,92,3,14.8429506885939,64,6,9,1
11954,9,92,4,4.59459851510694,58,1.3,11,0
11955,9,92,5,3.85626111867373,57,1,9,1
11956,9,92,6,5.72183499213409,59,5.7,7,1
11957,9,92,7,5.647182223896,58,2.3,14,0
11958,9,92,1,7.41365359924911,56,8.3,10,1
11959,9,92,2,14.2733607549431,61,8.3,11,1
11960,9,92,3,15.8499371684972,66,10.7,7,1
11961,9,92,4,20.5798621984283,68,6.3,7,0
11962,10,92,5,17.3494161655124,62,6,9,1
11963,10,92,6,10.5984771535480,58,8.7,11,0
11964,10,92,7,6.12224870607433,58,9.7,7,0
11965,10,92,1,6.38184561981269,56,6,5,1
11966,10,92,2,10.9842604868367,52,7.3,4,0
11967,10,92,3,13.0447903179373,54,7,4,0
11968,10,92,4,14.8450874732612,57,6.3,7,1
11969,10,92,5,8.21810834934795,56,4.7,7,0
11970,10,92,6,12.0919391504904,55,8,5,2
11971,10,92,7,16.5166123623139,58,14,9,0
11972,10,92,1,15.324107812394,59,12.7,5,1
11973,10,92,2,12.8140010958276,56,6,8,0
11974,10,92,3,9.09708314698317,51,6,6,3
11975,10,92,4,14.8089235369258,47,6.3,8,0
11976,10,92,5,12.1067984916573,47,4.7,5,0
11977,10,92,6,19.0871423417159,49,14.7,5,0
11978,10,92,7,20.4151670839824,54,17.3,5,1
11979,10,92,1,13.0962459155722,57,5.7,12,0
11980,10,92,2,7.97162340667468,60,8.3,2,1
11981,10,92,3,8.6727614028545,60,4,4,0
11982,10,92,4,13.4230197779296,56,6.3,7,0
11983,10,92,5,11.5546671934269,55,9.3,6,0
11984,10,92,6,13.8273137165799,63,9.3,6,0
11985,10,92,7,7.47381225448326,55,6.7,8,1
11986,10,92,1,16.3735495590781,50,8.7,3,0
11987,10,92,2,26.1166320826324,52,14,6,0
11988,10,92,3,25.4443114944600,52,7,4,1
11989,10,92,4,25.2209868895637,48,4,8,1
11990,10,92,5,8.52433019165795,52,5.3,5,1
11991,10,92,6,7.51986135960895,51,3.7,8,0
11992,10,92,7,4.09584023026815,53,1.3,2,0
11993,11,92,1,5.27660458226343,51,3,2,0
11994,11,92,2,11.7101460627548,49,8.3,4,0
11995,11,92,3,24.4257166312496,47,15,4,1
11996,11,92,4,14.9135486622986,49,10,8,0
11997,11,92,5,26.6997219414773,50,16,5,1
11998,11,92,6,21.5022990738387,51,5.7,2,0
11999,11,92,7,4.35161736725318,53,0.3,5,0
12000,11,92,1,6.01287272588659,45,2.7,6,1
12001,11,92,2,17.8668064798485,42,10,8,0
12002,11,92,3,16.8370794735855,40,5.7,7,0
12003,11,92,4,11.2727803696741,45,13.3,2,0
12004,11,92,5,17.0238621615303,49,20.9,4,1
12005,11,92,6,20.4905380043794,48,13.7,9,4
12006,11,92,7,29.5344535034522,46,10,2,0
12007,11,92,1,30.8525754424276,45,12.7,3,0
12008,11,92,2,18.3069686250040,48,10,8,0
12009,11,92,3,14.5185492047535,49,3.7,5,0
12010,11,92,4,5.54975855896673,50,1.7,5,0
12011,11,92,5,4.81203020632669,44,0.3,8,1
12012,11,92,6,14.0621462924939,43,12.3,5,3
12013,11,92,7,6.7606421642491,44,5,3,1
12014,11,92,1,6.85142213530522,44,3.7,5,1
12015,11,92,2,28.2740634258527,37,10.7,4,1
12016,11,92,3,24.6923445653203,41,9,6,3
12017,11,92,4,20.8778056303271,43,4,3,0
12018,11,92,5,12.0621801206093,48,2,8,1
12019,11,92,6,6.00511468617858,47,2,6,0
12020,11,92,7,14.3306770725382,43,9.7,5,0
12021,11,92,1,24.6040277882650,36,7.3,6,0
12022,11,92,2,10.8473212725372,43,5,8,0
12023,12,92,3,14.1111857809129,38,6.7,2,0
12024,12,92,4,8.72800563440392,41,2.3,13,0
12025,12,92,5,23.4255448518428,38,10.2,4,0
12026,12,92,6,26.3293458044343,40,7.7,6,3
12027,12,92,7,18.5968070538838,35,3,9,1
12028,12,92,1,6.1361670290885,42,2.7,9,0
12029,12,92,2,14.7497375084803,37,3,9,1
12030,12,92,3,6.42896899478648,41,1.7,7,0
12031,12,92,4,8.07738043764952,40,5,5,1
12032,12,92,5,10.6792509545660,38,1.5,3,2
12033,12,92,6,15.2915891901284,38,10,6,0
12034,12,92,7,30.1792428571181,40,11,8,2
12035,12,92,1,16.1284626048292,43,4,4,1
12036,12,92,2,7.23072022761696,43,3,9,1
12037,12,92,3,19.1780218079387,37,9,7,1
12038,12,92,4,14.3916237766920,35,7,5,0
12039,12,92,5,7.87256364879974,36,4.7,7,1
12040,12,92,6,19.4307796698643,33,11.3,5,0
12041,12,92,7,7.7762628435299,36,2.3,6,1
12042,12,92,1,3.83140746011736,41,0,10,0
12043,12,92,2,4.51969140003904,42,3,11,0
12044,12,92,3,3.88893666059342,46,1.3,4,3
12045,12,92,4,4.12697794893075,47,0.3,7,2
12046,12,92,5,15.3261374485498,44,10.3,11,2
12047,12,92,6,22.3819501641870,36,10.3,3,0
12048,12,92,7,3.93231415390619,41,0,8,0
12049,12,92,1,8.44434334759214,39,8.3,4,0
12050,12,92,2,8.56135339134558,41,3.3,9,0
12051,12,92,3,5.94316227378004,38,1,10,1
12052,12,92,4,16.1490256070365,34,10,5,2
12053,12,92,5,11.7983044131644,30,3,6,0
12054,1,93,6,23.3772142728503,29,12,6,0
12055,1,93,7,28.8471505081985,33,15.7,8,2
12056,1,93,1,12.1853010879632,36,0.3,10,0
12057,1,93,2,11.8091937630840,34,7,10,2
12058,1,93,3,7.81335069501735,29,2.3,6,1
12059,1,93,4,13.1476430520256,28,4,5,2
12060,1,93,5,18.0621391117457,32,6,2,0
12061,1,93,6,9.73270386462585,34,6,5,1
12062,1,93,7,11.9072882851353,35,5.7,5,1
12063,1,93,1,18.0856997387627,31,8.7,6,0
12064,1,93,2,29.6028487293057,30,12.3,9,2
12065,1,93,3,24.5667812068117,32,12.3,7,1
12066,1,93,4,9.58541671323636,36,2,12,2
12067,1,93,5,16.3623760487907,35,6,1,3
12068,1,93,6,28.9841617059685,42,9,10,2
12069,1,93,7,23.0768084902498,39,7.7,8,2
12070,1,93,1,23.6183008655933,38,10.7,9,1
12071,1,93,2,22.5479797478410,37,7.7,8,3
12072,1,93,3,8.48818930583379,39,1.3,9,1
12073,1,93,4,6.79571212078007,45,0.3,12,2
12074,1,93,5,10.8341641100094,41,2.3,13,0
12075,1,93,6,16.0503077118621,38,2.7,13,4
12076,1,93,7,29.2588352648403,34,10.5,7,1
12077,1,93,1,9.69953559237077,44,2.3,13,4
12078,1,93,2,10.2019103696285,50,11.3,13,1
12079,1,93,3,11.2137916263681,50,1.7,7,1
12080,1,93,4,16.1585616028957,49,3.7,13,3
12081,1,93,5,10.5362128042318,47,4,7,2
12082,1,93,6,14.2755983616738,47,11.3,10,5
12083,1,93,7,27.5902021788135,45,10.9,9,3
12084,1,93,1,35.8129506244602,42,4,7,0
12085,2,93,2,18.9742275037488,46,12,12,3
12086,2,93,3,19.2458799985573,48,7.3,11,0
12087,2,93,4,16.7987436060396,44,6.3,11,1
12088,2,93,5,15.4036727290232,49,4.7,6,2
12089,2,93,6,19.2933069259576,50,10.3,11,2
12090,2,93,7,19.0556147175618,54,9.7,9,0
12091,2,93,1,12.2950457915280,53,8.3,7,0
12092,2,93,2,10.4052801177323,54,3.3,14,0
12093,2,93,3,12.9876455456953,49,7.9,13,1
12094,2,93,4,12.9950254758502,50,11.4,7,2
12095,2,93,5,16.3667464041426,48,9.7,9,2
12096,2,93,6,27.3778658166239,42,9.3,10,3
12097,2,93,7,30.3696169567535,44,14.3,12,1
12098,2,93,1,25.1584770216312,39,7,14,3
12099,2,93,2,9.6512156090072,37,3.3,10,2
12100,2,93,3,7.86827607590373,34,2.7,8,2
12101,2,93,4,7.85985154982987,32,2.7,15,1
12102,2,93,5,13.1266158429902,37,5.3,10,1
12103,2,93,6,12.8268634182833,37,5.3,13,0
12104,2,93,7,15.8292663578877,38,5.7,10,4
12105,2,93,1,12.6040176666466,37,9.7,12,0
12106,2,93,2,15.2705669351848,39,11.3,16,1
12107,2,93,3,9.01585634455218,37,1,6,2
12108,2,93,4,16.3833609210726,35,9.3,12,0
12109,2,93,5,27.7579009300813,36,11.7,14,1
12110,2,93,6,30.0117648132571,38,10.7,15,2
12111,2,93,7,31.3548470731125,40,13.7,8,1
12112,2,93,1,29.1566188672746,44,8,13,1
12113,3,93,2,12.2353439696621,43,4,13,3
12114,3,93,3,12.8740636304616,46,5.7,22,1
12115,3,93,4,4.82634575282011,49,0.3,11,3
12116,3,93,5,4.18084843632800,49,0,16,4
12117,3,93,6,6.15759492997918,54,3.7,11,1
12118,3,93,7,14.1642022479578,54,8.3,14,2
12119,3,93,1,20.0268522099975,50,11,11,1
12120,3,93,2,20.7003642081492,47,12,13,1
12121,3,93,3,11.4045932760704,47,4,15,1
12122,3,93,4,10.3107754621481,50,4,12,2
12123,3,93,5,11.4493705545870,48,6.3,15,1
12124,3,93,6,8.51039583911994,51,5,20,0
12125,3,93,7,11.6618282217604,48,10.3,14,1
12126,3,93,1,8.1824008645911,49,1.7,14,1
12127,3,93,2,5.51807255647282,46,3,9,0
12128,3,93,3,8.89156391894818,43,5.7,15,1
12129,3,93,4,7.61991817182511,48,7.7,13,2
12130,3,93,5,5.82868826830263,47,6,12,2
12131,3,93,6,9.8365297024032,48,6,24,0
12132,3,93,7,4.59899781423579,49,0,12,0
12133,3,93,1,7.3416612028436,54,2.3,9,1
12134,3,93,2,9.30431098188755,51,3.3,13,2
12135,3,93,3,3.77680668049541,49,0,13,0
12136,3,93,4,9.0704728413578,44,9.7,14,0
12137,3,93,5,13.8879167769454,45,7.7,11,1
12138,3,93,6,12.7457333868004,47,7,10,0
12139,3,93,7,14.3634404246646,48,8,11,1
12140,3,93,1,14.4403654466823,47,6.3,11,1
12141,3,93,2,7.79517486242179,47,1.7,11,1
12142,3,93,3,13.3563998865449,49,9.3,10,1
12143,3,93,4,8.35457630650936,51,5,13,2
12144,4,93,5,4.97375459698028,53,3.3,6,0
12145,4,93,6,5.45676779586364,50,3,9,2
12146,4,93,7,5.94545255437115,46,2.3,9,1
12147,4,93,1,7.72348603605029,46,6.3,12,0
12148,4,93,2,7.1616356062172,48,1.3,13,1
12149,4,93,3,6.66716797172763,48,1.7,8,1
12150,4,93,4,6.77526280248647,50,3.7,6,1
12151,4,93,5,7.23207615319348,51,2.8,14,2
12152,4,93,6,3.94489761663839,50,4.7,11,1
12153,4,93,7,3.91706704295756,46,4.7,3,0
12154,4,93,1,4.47470671123295,47,1,10,2
12155,4,93,2,6.4481967743243,47,4,6,0
12156,4,93,3,7.7579854366337,48,4.7,10,0
12157,4,93,4,8.45569405664451,51,10,9,0
12158,4,93,5,6.078397218994,52,4,12,0
12159,4,93,6,8.05340686936584,51,8,8,0
12160,4,93,7,4.99081496048556,53,6.3,2,0
12161,4,93,1,3.59909014761731,51,1.3,14,2
12162,4,93,2,5.52611482853902,51,6.7,4,2
12163,4,93,3,4.26842806161811,62,1.3,14,1
12164,4,93,4,4.54769953975102,54,5,10,1
12165,4,93,5,4.24794863397631,51,2.7,5,1
12166,4,93,6,4.20449173226317,52,5.7,7,0
12167,4,93,7,3.38886689720048,53,1.3,1,1
12168,4,93,1,3.84136243618955,50,0.3,9,1
12169,4,93,2,3.13145218948073,49,0,7,0
12170,4,93,3,4.73736750222664,53,3,9,1
12171,4,93,4,10.8132061360340,51,5.7,2,0
12172,4,93,5,6.37343935355196,56,3.3,5,0
12173,4,93,6,6.4661007892434,53,5.7,4,1
12174,5,93,7,7.18157682559483,51,2.7,6,0
12175,5,93,1,6.94815799816127,53,3.3,7,1
12176,5,93,2,9.06549344354445,50,5.3,9,0
12177,5,93,3,4.28082848126411,54,1,9,1
12178,5,93,4,4.82634575282011,55,2.3,7,0
12179,5,93,5,4.70288151956154,53,1.7,7,0
12180,5,93,6,3.45453958742663,50,0,10,0
12181,5,93,7,3.59909014761731,53,2.3,5,0
12182,5,93,1,7.60306218404691,55,9,5,2
12183,5,93,2,8.17631548070383,65,4.3,11,2
12184,5,93,3,4.99869571134026,58,6,7,1
12185,5,93,4,7.14477951302407,65,2.7,9,1
12186,5,93,5,4.5623475628757,62,0,4,0
12187,5,93,6,8.00708364074955,61,1,7,0
12188,5,93,7,5.58504777443596,61,4,5,1
12189,5,93,1,7.83990596872659,63,5.3,7,0
12190,5,93,2,9.66338879724038,67,4,10,1
12191,5,93,3,13.18926299841,65,8,5,0
12192,5,93,4,5.09206920361205,67,3.2,5,0
12193,5,93,5,3.05753685013705,62,2.3,2,0
12194,5,93,6,2.38674345813962,58,0.3,5,1
12195,5,93,7,2.23716996298826,59,1.3,5,0
12196,5,93,1,3.64156869040072,63,1.7,4,0
12197,5,93,2,4.80195624114505,69,5,3,1
12198,5,93,3,6.62211490188366,62,1,6,0
12199,5,93,4,6.96026879645771,66,2.7,8,1
12200,5,93,5,8.03221968568188,61,5,5,0
12201,5,93,6,4.59923442471263,61,2,10,0
12202,5,93,7,2.67109515201299,62,4.7,4,1
12203,5,93,1,4.05817759331519,66,6.3,2,0
12204,5,93,2,3.85467152094505,58,5.3,5,1
12205,6,93,3,4.04831181192875,62,6,3,1
12206,6,93,4,5.0665431632912,60,10.3,5,1
12207,6,93,5,4.35161736725318,62,5.7,3,4
12208,6,93,6,6.7190050765324,60,6,8,0
12209,6,93,7,8.50775877848337,68,4.7,6,0
12210,6,93,1,4.77786371489213,57,1.7,3,0
12211,6,93,2,4.10416517749862,57,3.7,7,0
12212,6,93,3,4.85496584434497,59,4,6,0
12213,6,93,4,3.89505965516816,58,2.3,7,0
12214,6,93,5,3.42502755063609,57,2,4,1
12215,6,93,6,3.23333443746974,55,2.7,7,0
12216,6,93,7,3.69071379055583,59,2.5,6,1
12217,6,93,1,5.10265230862804,61,4,7,2
12218,6,93,2,9.07804969739077,62,6.5,5,2
12219,6,93,3,2.75489106137542,62,2.3,9,0
12220,6,93,4,5.67204485893063,64,5.7,6,0
12221,6,93,5,7.89139958575901,66,2.7,3,0
12222,6,93,6,4.35597661521393,67,5,9,1
12223,6,93,7,4.45525676827392,61,3.3,5,0
12224,6,93,1,4.02667236515958,63,3.3,4,1
12225,6,93,2,3.65804746665376,56,1.7,5,1
12226,6,93,3,2.35249047449037,55,1.7,6,1
12227,6,93,4,4.20924189884728,58,2.7,8,2
12228,6,93,5,4.52170929312068,62,4.7,2,0
12229,6,93,6,6.49474040795662,67,6.3,4,1
12230,6,93,7,3.55504372050561,63,4,3,1
12231,6,93,1,2.42993794685090,60,1.3,5,0
12232,6,93,2,4.10776034162254,59,4.7,7,0
12233,6,93,3,5.92975140447934,61,3.7,6,2
12234,6,93,4,5.64676806984667,62,4,7,1
12235,7,93,5,3.71894836721827,62,2,6,1
12236,7,93,6,4.31473393296981,62,7,3,1
12237,7,93,7,4.70886295174665,60,4.3,3,1
12238,7,93,1,7.40472685836456,62,6.3,7,1
12239,7,93,2,5.75188579436837,61,3.7,10,0
12240,7,93,3,5.9978601924592,60,2.7,4,0
12241,7,93,4,6.98644824314352,62,3.7,3,1
12242,7,93,5,8.26911815487767,63,3.7,8,0
12243,7,93,6,8.01934224736489,59,1,3,1
12244,7,93,7,6.71088489748658,60,1.7,2,3
12245,7,93,1,4.29994885657984,59,2.3,3,0
12246,7,93,2,5.37328927116904,61,2.3,6,2
12247,7,93,3,8.23834395001727,62,5.7,2,1
12248,7,93,4,6.61452992155704,62,3.3,4,1
12249,7,93,5,8.52537724159055,59,2.7,4,0
12250,7,93,6,4.08859350830259,63,0.3,7,0
12251,7,93,7,5.66521002074311,63,5.3,3,0
12252,7,93,1,7.31177078332978,63,7.7,7,0
12253,7,93,2,8.5181188601794,59,5,8,0
12254,7,93,3,4.7975078010736,57,1,6,1
12255,7,93,4,5.57927996368934,62,5,6,0
12256,7,93,5,6.19133478615916,63,4,6,0
12257,7,93,6,4.12581512100916,63,6.7,4,1
12258,7,93,7,6.5487405327392,60,11.3,9,0
12259,7,93,1,7.85779512744183,64,9.2,7,1
12260,7,93,2,13.1301635775201,63,5,2,0
12261,7,93,3,11.2416863426588,62,7.7,6,2
12262,7,93,4,5.19869618721092,59,6,3,0
12263,7,93,5,3.88248731056139,60,1,6,1
12264,7,93,6,4.45253593207563,62,5,1,1
12265,7,93,7,6.5825537090956,66,9,1,0
12266,8,93,1,5.44558005119942,70,4,7,0
12267,8,93,2,6.61374322672965,73,5.3,7,0
12268,8,93,3,9.00455088428826,76,5,7,0
12269,8,93,4,13.5095009037508,81,8.2,2,0
12270,8,93,5,16.0834712176204,73,5.3,8,0
12271,8,93,6,15.8323942078365,67,1,3,0
12272,8,93,7,7.29661693518425,63,1.7,5,1
12273,8,93,1,5.08787128429793,67,0.7,3,3
12274,8,93,2,5.23441181634466,66,2.7,3,0
12275,8,93,3,7.12831964582753,66,6,5,0
12276,8,93,4,7.10573466371813,65,7.7,6,1
12277,8,93,5,12.7622729335100,61,5.7,5,3
12278,8,93,6,8.75208304806165,61,5,4,1
12279,8,93,7,6.81249176298816,60,10,5,1
12280,8,93,1,9.80943350293666,64,11.7,1,4
12281,8,93,2,8.18251143458742,60,4.7,4,2
12282,8,93,3,7.60531360942956,65,3.7,7,2
12283,8,93,4,10.6725866023779,68,8,12,0
12284,8,93,5,12.1622054141138,72,5.8,6,0
12285,8,93,6,11.795679591886,66,3.3,3,1
12286,8,93,7,5.97484941957966,63,3.7,4,0
12287,8,93,1,8.77251995151078,66,3,4,0
12288,8,93,2,4.39061754293595,62,1,7,0
12289,8,93,3,5.49687087550639,60,2.3,3,2
12290,8,93,4,7.42242648979955,59,6.3,2,2
12291,8,93,5,9.9180895062636,61,9,2,1
12292,8,93,6,7.22816727537288,63,4,1,1
12293,8,93,7,6.97021915387793,63,4.7,3,0
12294,8,93,1,8.45600231867465,62,7,7,0
12295,8,93,2,7.69899940914844,70,5.3,5,3
12296,8,93,3,9.38690271803195,66,10,7,0
12297,9,93,4,11.5009811374826,65,5.3,2,0
12298,9,93,5,14.3096987706243,70,8.3,2,1
12299,9,93,6,18.7533305958559,68,5.7,6,2
12300,9,93,7,13.9830903246479,62,6,2,0
12301,9,93,1,23.3216842259699,62,8,5,0
12302,9,93,2,20.4298899570576,67,6.7,5,0
12303,9,93,3,24.1903865494402,70,9,10,1
12304,9,93,4,20.4261506316529,72,10.9,10,0
12305,9,93,5,18.9114333882044,70,11.3,3,2
12306,9,93,6,18.0911004808988,69,6,7,2
12307,9,93,7,4.80170304523692,59,0.7,3,0
12308,9,93,1,6.57736728853804,58,6.7,5,0
12309,9,93,2,8.52628733949581,61,10.7,12,1
12310,9,93,3,11.3066322714669,59,8.7,9,0
12311,9,93,4,8.90917132294243,60,7.3,9,1
12312,9,93,5,10.5916744591332,62,6.8,6,0
12313,9,93,6,8.7273791247129,62,8.3,6,0
12314,9,93,7,8.13231419933946,56,5.6,9,0
12315,9,93,1,6.86888843748141,56,5,7,1
12316,9,93,2,8.59598891668627,54,4.7,6,0
12317,9,93,3,12.9423750509587,54,7.4,7,0
12318,9,93,4,15.4595755320662,57,6,10,0
12319,9,93,5,16.4561941513086,58,10.2,4,0
12320,9,93,6,19.6297503560197,54,12,10,0
12321,9,93,7,14.6965899214467,58,8.5,11,1
12322,9,93,1,13.7854649617302,63,4.7,9,3
