date,mo,yr,dow,pm1,temp,stagno,admyng,gasyng
9935,3,87,1,24.1819929423973,48,16,13,0
9936,3,87,2,8.3367292797876,48,5,6,0
9937,3,87,3,3.03058889093226,47,0,4,0
9938,3,87,4,7.42907156297916,46,3,5,1
9939,3,87,5,7.35605474287715,47,9,13,1
9940,3,87,6,8.05147771636944,48,3,14,1
9941,3,87,7,7.44999129920842,52,5,3,1
9942,3,87,1,11.9691953639983,49,14,6,0
9943,3,87,2,8.79541600577583,48,3,13,1
9944,3,87,3,13.1876549189661,48,17,6,1
9945,3,87,4,17.4014423804121,45,0,6,0
9946,3,87,5,7.87508961298666,45,3,4,1
9947,3,87,6,15.0394529433453,45,10,8,0
9948,3,87,7,21.5879038900379,46,12,5,2
9949,3,87,1,16.5560552112505,54,15,7,1
9950,3,87,2,18.8781626195441,53,17,9,1
9951,3,87,3,31.4489668003512,60,15,7,1
9952,4,87,4,18.8012502343095,63,13,8,1
9953,4,87,5,13.9627000670569,59,14,3,0
9954,4,87,6,6.27653638463483,49,6,5,0
9955,4,87,7,6.90056009118523,53,4,5,0
9956,4,87,1,10.8048850297432,51,7,5,1
9957,4,87,2,5.60310403868508,52,0,6,0
9958,4,87,3,9.10092714206609,50,0,7,1
9959,4,87,4,11.234956128235,47,0,5,0
9960,4,87,5,10.9906693690548,50,5,4,1
9961,4,87,6,10.1604812679497,47,2,2,1
9962,4,87,7,2.97745179035472,46,1,3,0
9963,4,87,1,10.7480824803502,47,9,7,0
9964,4,87,2,10.9642313533651,55,6,9,0
9965,4,87,3,6.14004690287512,54,0,5,1
9966,4,87,4,3.25076878248751,52,0,3,1
9967,4,87,5,5.6954965698826,50,0,3,2
9968,4,87,6,7.70439161242464,45,1,9,0
9969,4,87,7,4.54475999976728,45,5,2,1
9970,4,87,1,5.66786585717793,46,11,7,0
9971,4,87,2,17.3904918082245,48,13,3,0
9972,4,87,3,10.0674066977268,53,7,6,1
9973,4,87,4,6.68906442810778,50,4,4,4
9974,4,87,5,19.6458180580455,55,10,8,2
9975,4,87,6,11.5482268143575,49,7,3,3
9976,4,87,7,10.3313159185618,51,5,10,0
9977,4,87,1,17.5319631001711,62,6,5,0
9978,4,87,2,38.5260910789541,64,10,4,3
9979,4,87,3,23.9023938677345,61,8,7,0
9980,4,87,4,39.2298960368566,59,11,3,0
9981,4,87,5,10.4230803325809,53,8,4,1
9982,5,87,6,5.59738484395173,49,4,3,0
9983,5,87,7,8.0026510507796,49,0,4,1
9984,5,87,1,5.66521287682295,59,5,2,1
9985,5,87,2,4.72245512497074,61,3,4,1
9986,5,87,3,7.20873844553615,61,6,6,0
9987,5,87,4,18.6127858418127,64,6,7,0
9988,5,87,5,20.7891449774452,68,11,6,0
9989,5,87,6,11.7498286372771,70,13,9,0
9990,5,87,7,16.6227361693105,68,13,4,1
9991,5,87,1,7.7775310011245,63,8,4,2
9992,5,87,2,11.7536538537374,59,1,4,0
9993,5,87,3,6.59886896537656,53,6,5,2
9994,5,87,4,8.7218352900289,57,13.5,5,2
9995,5,87,5,7.20614733400842,59,4,4,1
9996,5,87,6,6.65141599440591,54,1,2,2
9997,5,87,7,8.06815244557333,53,10.5,9,0
9998,5,87,1,9.60975455090866,53,6.5,2,0
9999,5,87,2,4.18391241415978,52,2.5,4,1
